area,rooms,bathroom,parking spaces,floor,animal,furniture,total,city_Belo Horizonte,city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo
150,3,3,3,19,1,1,5376,0,0,0,0,1
200,3,3,2,0,1,0,8413,0,0,0,0,1
60,1,1,1,14,1,0,1746,0,1,0,0,0
250,4,5,3,2,1,0,4617,0,0,0,0,1
44,1,2,0,12,0,1,6768,0,0,0,0,1
250,7,5,2,0,1,1,6091,0,0,0,0,1
157,3,2,0,7,1,0,6230,0,0,0,0,1
97,2,2,0,1,1,0,6871,0,0,0,0,1
28,1,1,0,1,1,0,1342,0,0,0,0,1
250,3,4,0,1,1,1,13790,0,0,0,0,1
193,4,2,2,0,1,0,9301,1,0,0,0,0
428,5,5,4,0,1,1,10430,1,0,0,0,0
50,2,1,0,2,0,0,1163,0,0,0,0,1
135,2,3,2,5,0,0,15000,0,0,0,0,1
103,2,2,1,8,1,0,2372,0,0,0,1,0
103,3,2,2,2,1,0,3170,0,1,0,0,0
80,3,2,1,0,1,0,2410,0,0,0,0,1
160,3,3,2,10,1,0,5670,0,0,0,0,1
238,4,3,4,24,1,0,15130,0,0,0,0,1
500,7,4,4,0,1,0,5758,1,0,0,0,0
80,1,1,0,0,1,0,1441,0,0,0,0,1
210,4,5,3,12,1,1,6817,0,0,0,0,1
106,3,3,1,7,1,0,3369,0,0,1,0,0
30,1,1,0,11,1,0,1737,0,0,0,1,0
156,3,2,1,0,1,0,2178,0,0,0,0,1
60,1,1,1,0,1,0,1269,0,0,0,0,1
200,3,4,0,2,1,0,8098,0,0,0,0,1
70,2,2,0,1,1,0,1431,0,0,0,0,1
177,4,5,4,5,1,0,11780,0,0,0,0,1
103,3,3,2,0,1,0,3292,0,0,0,0,1
440,4,4,4,0,1,0,14680,0,0,0,0,1
65,2,1,1,8,1,1,2414,0,0,0,0,1
260,5,3,3,12,1,0,6541,1,0,0,0,0
200,4,4,6,0,1,0,4760,0,0,0,0,1
96,3,2,1,12,1,0,4442,0,0,0,0,1
68,2,2,1,2,1,1,3764,0,0,0,0,1
300,5,5,5,0,0,0,5024,1,0,0,0,0
34,1,1,0,2,1,0,1092,0,0,0,0,1
398,5,6,0,2,1,0,12810,0,1,0,0,0
100,1,1,0,1,1,0,2635,1,0,0,0,0
176,4,5,3,6,1,1,9427,1,0,0,0,0
90,2,2,2,4,0,1,4804,1,0,0,0,0
680,7,6,8,0,1,0,8560,1,0,0,0,0
220,4,3,0,9,1,1,19340,1,0,0,0,0
110,2,2,2,0,0,0,2326,0,0,0,0,1
180,3,2,1,2,1,1,7085,0,0,0,0,1
36,1,1,1,8,1,0,2311,0,0,0,0,1
450,4,4,4,8,1,0,16100,1,0,0,0,0
103,3,2,0,1,1,0,4491,0,0,0,1,0
101,2,2,2,5,1,0,2807,0,0,1,0,0
196,4,4,0,11,1,0,9985,0,0,0,0,1
28,1,1,0,0,1,0,2569,0,0,0,1,0
260,3,4,4,0,1,0,4568,0,0,0,0,1
330,4,2,5,0,1,0,2299,0,0,0,0,1
70,3,2,1,6,1,0,1908,0,0,0,1,0
33,1,1,0,3,1,0,1729,0,0,0,1,0
160,3,3,2,3,1,0,13340,0,0,0,0,1
60,2,1,1,9,1,0,1916,0,0,0,0,1
36,1,1,1,1,1,0,1618,0,0,0,0,1
20,1,1,0,1,1,1,2087,0,0,0,0,1
70,2,1,0,1,1,0,1162,0,0,1,0,0
180,3,4,4,0,1,1,4773,0,0,0,0,1
105,3,3,1,5,1,0,3158,0,0,0,0,1
275,4,5,4,1,1,0,15360,0,0,0,0,1
450,2,2,5,0,1,0,1608,1,0,0,0,0
360,4,6,4,0,1,0,8980,0,1,0,0,0
140,2,2,1,5,0,1,2775,0,0,0,0,1
152,3,5,3,9,1,0,8009,0,0,1,0,0
280,3,4,3,0,1,1,8621,0,0,0,0,1
230,4,4,3,5,0,0,6030,0,0,0,0,1
92,3,2,3,6,1,0,2994,0,1,0,0,0
58,1,1,1,0,1,0,1153,1,0,0,0,0
41,2,1,1,5,0,0,1457,0,1,0,0,0
206,4,4,3,10,1,0,14960,0,0,0,0,1
214,3,3,2,1,1,0,8218,0,1,0,0,0
110,2,2,1,18,1,0,3018,0,0,0,0,1
100,2,1,0,0,1,0,815,1,0,0,0,0
80,2,2,1,4,1,0,1466,1,0,0,0,0
311,3,4,3,20,0,0,18000,1,0,0,0,0
200,2,3,2,1,1,1,17560,0,0,0,0,1
96,3,2,2,10,1,0,4230,0,1,0,0,0
140,4,2,1,1,0,0,8158,0,0,0,1,0
138,3,3,2,17,1,0,8642,0,0,0,0,1
140,3,3,1,6,1,1,6509,0,0,0,0,1
60,2,2,1,2,0,0,1859,0,0,0,1,0
178,3,4,4,6,1,1,13700,0,0,0,0,1
140,3,3,2,0,1,1,4999,0,0,0,0,1
72,2,1,0,1,1,0,1897,0,0,0,0,1
117,2,1,1,5,0,1,3466,0,0,0,0,1
35,1,1,1,1,1,0,1020,0,0,0,0,1
42,1,1,0,1,1,1,1263,0,0,1,0,0
29,1,1,0,1,1,0,1123,1,0,0,0,0
130,2,1,0,1,1,0,2837,0,0,0,0,1
100,3,2,1,4,1,0,7748,0,0,0,1,0
39,1,1,0,4,1,0,1111,0,0,0,1,0
61,1,1,0,9,0,0,2015,0,0,0,0,1
750,4,5,5,0,0,0,11220,0,1,0,0,0
142,4,3,2,3,1,0,3913,1,0,0,0,0
650,4,4,8,0,1,0,7813,0,1,0,0,0
69,2,2,0,0,1,0,1799,0,0,0,0,1
100,2,2,4,0,1,0,2686,0,0,0,0,1
300,4,2,2,3,1,0,10360,1,0,0,0,0
190,3,4,3,14,1,1,5375,0,0,0,0,1
115,2,2,0,13,1,0,8239,0,0,0,1,0
119,3,1,1,5,1,0,2242,0,1,0,0,0
100,2,3,1,4,1,1,3156,0,0,0,0,1
55,2,1,1,3,1,0,1501,0,0,0,0,1
44,1,1,1,2,1,1,3852,0,0,0,0,1
316,4,6,4,18,1,1,14830,0,0,0,0,1
83,2,3,2,0,1,0,3920,0,0,0,0,1
150,3,2,1,8,1,0,6033,0,0,0,0,1
53,2,1,1,7,1,0,4746,0,0,0,0,1
49,2,1,1,0,1,0,1387,0,0,0,0,1
185,3,3,2,6,1,0,3528,0,1,0,0,0
40,1,1,0,0,1,0,1239,0,0,0,1,0
65,2,1,0,3,1,0,1818,0,0,0,0,1
67,3,2,1,10,0,0,2148,0,0,0,0,1
46,1,1,1,9,1,0,2763,0,0,0,0,1
205,3,2,1,2,1,0,3334,0,1,0,0,0
550,5,5,3,0,1,0,9660,0,0,1,0,0
50,1,1,1,3,1,0,1085,0,1,0,0,0
266,4,5,4,7,1,0,15110,0,0,0,0,1
280,3,2,2,10,1,1,12370,0,0,0,1,0
70,1,1,0,4,1,0,3347,0,0,0,0,1
84,3,2,2,8,0,0,3320,0,0,0,0,1
40,1,1,0,3,0,0,1626,1,0,0,0,0
117,3,2,1,7,1,0,5297,0,0,0,1,0
68,2,2,2,8,1,1,4740,0,0,0,0,1
140,2,2,2,11,1,1,3634,1,0,0,0,0
450,4,2,3,0,1,0,14200,0,0,0,0,1
44,1,2,0,3,1,0,1610,0,0,1,0,0
40,1,1,1,3,1,1,3979,0,0,0,0,1
70,1,2,1,1,1,1,9864,0,0,0,0,1
50,1,2,0,0,1,0,964,0,0,0,0,1
405,2,3,0,7,1,0,8253,1,0,0,0,0
75,2,2,1,1,1,0,4066,0,0,0,0,1
80,3,3,1,3,1,0,2081,1,0,0,0,0
450,4,5,6,0,1,0,13520,0,0,0,0,1
225,4,5,4,10,1,1,8797,0,0,0,0,1
250,3,2,3,35,1,1,18780,0,0,0,0,1
60,2,1,1,5,0,0,3358,0,0,0,0,1
31,1,1,1,9,0,1,5094,0,0,0,0,1
100,3,1,3,0,1,0,2195,0,0,0,0,1
20,1,1,0,6,0,0,1563,1,0,0,0,0
200,3,4,8,0,1,0,7131,0,0,0,0,1
50,1,1,1,8,1,0,2554,0,1,0,0,0
61,3,2,2,15,1,0,3030,0,0,0,0,1
200,3,4,2,3,1,0,15220,0,0,0,0,1
100,2,2,0,0,1,0,11280,1,0,0,0,0
38,1,1,0,13,1,0,3517,0,0,0,0,1
49,2,1,0,4,1,0,1788,0,0,0,1,0
207,3,5,4,6,1,0,15490,0,0,0,0,1
82,3,2,1,6,1,0,2487,0,1,0,0,0
400,5,4,3,0,1,0,4311,0,0,0,0,1
170,4,2,2,6,1,0,12370,0,0,0,1,0
105,3,2,2,3,1,1,3520,0,0,1,0,0
383,4,4,5,2,1,0,5941,0,0,0,0,1
168,3,3,3,3,1,0,4662,0,0,0,0,1
53,2,2,1,10,1,1,4760,0,0,0,0,1
320,4,3,2,0,1,0,4705,0,0,1,0,0
300,3,4,3,18,1,0,14360,0,0,0,0,1
100,3,2,3,0,1,0,2234,0,1,0,0,0
40,1,1,0,0,1,0,992,0,0,0,0,1
180,3,1,0,0,1,0,2872,0,0,0,0,1
257,4,5,4,8,1,1,11430,0,0,0,0,1
178,2,4,2,2,1,0,10280,0,0,0,0,1
179,3,3,0,9,0,1,14450,0,0,0,0,1
64,2,1,0,1,1,0,2118,0,0,1,0,0
60,2,1,0,1,1,0,1356,0,0,1,0,0
55,1,1,1,11,0,0,3072,0,0,0,0,1
50,1,1,0,8,0,0,2465,0,0,0,0,1
82,3,2,2,19,0,0,2490,0,0,0,0,1
60,1,1,1,7,1,0,1982,0,0,0,1,0
40,1,1,1,9,0,1,2586,0,0,1,0,0
230,4,4,8,0,1,0,5497,0,1,0,0,0
73,2,1,1,2,1,0,2017,0,0,0,0,1
79,2,2,1,1,1,1,2701,0,0,0,0,1
230,3,4,2,3,1,0,7153,0,0,0,0,1
214,3,3,3,4,1,0,18810,0,0,0,1,0
120,2,1,0,0,1,0,1613,0,0,0,0,1
200,4,2,1,0,0,0,2872,0,0,0,0,1
85,3,2,2,9,0,1,4391,0,0,1,0,0
45,1,1,1,1,0,1,8590,0,0,0,0,1
30,1,1,0,4,1,0,987,0,0,1,0,0
57,2,2,1,3,1,0,2806,0,0,0,0,1
500,4,7,3,0,1,0,17730,0,0,0,0,1
322,4,5,5,17,1,1,19770,0,0,0,0,1
20,1,1,0,3,0,0,1774,0,0,0,0,1
100,2,2,1,0,0,0,1370,0,0,1,0,0
240,4,3,5,0,1,0,2665,0,0,1,0,0
95,3,2,2,10,1,0,8131,0,0,0,0,1
35,1,1,1,6,1,0,2768,0,0,0,0,1
325,5,4,7,0,1,1,9463,1,0,0,0,0
58,3,1,1,1,1,1,3313,0,0,0,0,1
200,4,4,3,6,0,0,11520,0,0,0,0,1
92,3,2,2,2,1,0,2771,0,0,0,0,1
65,2,1,1,9,1,0,2096,1,0,0,0,0
57,2,1,0,2,1,0,1220,0,1,0,0,0
50,2,1,1,2,1,0,2021,0,0,0,0,1
165,4,5,2,4,1,1,12440,0,0,0,0,1
70,2,1,1,6,1,0,2947,0,0,0,1,0
230,4,3,1,1,0,0,6964,0,0,0,0,1
34,1,1,0,3,0,1,2960,0,0,0,1,0
50,2,1,1,2,1,0,1823,0,0,0,0,1
120,3,2,2,2,1,1,3874,0,0,1,0,0
60,2,1,1,0,1,0,1521,0,0,1,0,0
67,2,2,1,8,1,0,3464,0,0,0,0,1
22,1,1,0,26,1,0,2551,0,0,0,0,1
197,3,1,2,0,1,0,2422,0,0,0,0,1
105,3,3,1,3,1,1,3764,0,0,1,0,0
80,2,2,1,0,0,0,1564,0,0,0,0,1
140,4,2,2,5,0,0,3607,1,0,0,0,0
70,2,2,1,9,1,0,5436,0,0,0,1,0
383,5,5,4,0,1,0,10430,0,0,1,0,0
172,3,4,3,5,1,0,11670,0,0,0,0,1
57,2,2,1,6,0,0,2327,0,0,1,0,0
32,1,1,1,23,1,0,4242,0,0,0,0,1
341,10,6,7,0,1,0,6050,1,0,0,0,0
600,5,6,8,0,1,1,11320,1,0,0,0,0
43,2,1,1,13,0,0,2351,0,0,0,0,1
98,3,2,1,1,1,0,2060,0,1,0,0,0
36,2,1,0,6,1,0,2403,0,0,0,0,1
42,1,1,0,4,1,1,3416,0,0,0,1,0
120,3,3,3,8,0,0,3602,0,1,0,0,0
78,2,2,1,8,1,0,2429,0,0,0,1,0
113,3,4,2,7,1,0,6242,0,0,0,0,1
47,2,1,1,1,0,0,1968,0,0,0,0,1
60,2,2,1,5,1,0,1795,0,0,0,0,1
77,2,1,0,1,0,0,1172,0,0,1,0,0
75,2,2,1,3,1,0,1864,0,0,1,0,0
60,3,1,1,3,1,0,2040,0,0,0,0,1
240,3,4,3,9,1,0,8799,0,0,0,0,1
48,1,1,1,4,1,0,4191,0,0,0,0,1
70,3,1,1,8,1,0,1784,1,0,0,0,0
345,3,3,0,0,0,1,3708,1,0,0,0,0
250,4,2,3,2,0,1,18290,0,0,0,0,1
158,4,4,3,4,1,1,6124,0,0,0,0,1
55,2,1,1,0,1,1,1358,0,0,1,0,0
80,2,1,1,17,1,0,2945,0,0,0,1,0
42,1,1,1,11,1,0,2783,0,0,1,0,0
80,3,3,2,20,1,0,5349,0,0,0,0,1
50,1,1,0,1,1,0,2117,0,0,0,0,1
380,4,3,2,9,1,0,19760,0,0,0,1,0
85,2,2,1,6,1,1,6635,0,0,0,0,1
120,4,3,2,1,1,0,3294,1,0,0,0,0
214,4,5,4,6,1,0,6554,0,0,0,0,1
277,4,4,6,5,1,0,9996,0,0,0,0,1
50,2,1,1,4,1,0,1424,0,1,0,0,0
90,3,2,2,2,0,0,2716,1,0,0,0,0
287,4,5,2,0,1,1,6408,0,0,0,0,1
11,1,1,0,1,0,1,2368,0,0,0,0,1
62,2,1,1,7,0,0,2183,0,0,1,0,0
45,1,1,1,7,0,1,3782,0,0,0,0,1
80,2,1,1,1,1,0,1945,0,0,1,0,0
115,3,3,2,5,0,0,6186,0,0,0,0,1
110,2,2,1,3,1,1,2579,0,0,1,0,0
162,3,3,2,4,1,0,9212,0,0,0,0,1
85,3,2,1,4,1,0,3380,0,0,0,1,0
105,4,3,3,5,1,0,3302,1,0,0,0,0
180,2,2,5,0,1,0,3048,0,0,0,0,1
80,2,1,0,9,1,0,1331,0,0,0,1,0
56,2,1,1,6,1,0,2919,0,0,0,0,1
70,2,1,1,15,1,0,2300,0,0,0,0,1
70,1,2,1,6,0,0,2401,0,0,0,1,0
75,3,1,1,4,0,0,1641,1,0,0,0,0
420,4,6,4,0,1,0,7315,0,0,0,0,1
279,3,3,8,0,1,1,3735,0,0,0,0,1
160,4,4,2,0,1,0,2437,0,0,0,0,1
41,1,1,0,0,1,0,1364,0,0,0,0,1
97,2,2,2,3,1,0,3670,0,0,0,0,1
40,1,1,1,7,1,1,1857,0,0,1,0,0
110,3,2,1,5,1,1,5078,0,0,0,0,1
298,4,3,2,3,1,1,3164,1,0,0,0,0
87,4,2,2,2,1,0,2152,1,0,0,0,0
150,5,5,4,3,0,1,6464,0,0,0,0,1
113,3,2,2,8,1,0,5122,0,0,0,0,1
293,6,2,3,0,1,0,2781,1,0,0,0,0
90,3,2,2,1,1,0,3208,0,0,0,0,1
305,4,3,3,14,1,0,12280,1,0,0,0,0
50,2,1,1,0,0,0,1331,0,1,0,0,0
150,3,3,2,0,1,0,3485,0,0,0,0,1
50,2,1,0,9,1,1,2950,0,0,0,1,0
230,3,4,3,7,0,0,12470,0,0,0,0,1
125,3,3,1,6,1,1,7417,0,0,0,0,1
140,3,2,1,4,1,0,2563,0,0,0,1,0
63,3,2,0,18,1,0,2373,0,0,0,0,1
110,2,1,1,21,1,0,4551,0,0,0,0,1
54,2,1,1,13,1,0,2111,0,0,0,0,1
67,2,1,0,3,1,0,1926,0,0,1,0,0
296,3,4,4,2,1,0,10840,0,0,0,0,1
70,2,1,1,0,1,0,1092,1,0,0,0,0
50,2,1,0,0,0,0,1167,0,0,0,0,1
160,3,2,4,0,0,0,3553,0,0,0,0,1
60,2,2,1,14,0,0,2708,0,0,0,0,1
220,3,4,3,12,1,1,12260,0,0,0,0,1
340,4,3,8,0,1,0,14360,0,0,0,0,1
52,2,1,0,1,0,0,1249,0,0,0,0,1
50,2,1,1,1,1,0,1091,1,0,0,0,0
60,2,1,0,3,1,0,2600,1,0,0,0,0
125,3,3,3,0,1,0,2602,0,0,0,0,1
36,2,1,0,0,0,0,1097,0,0,0,0,1
100,3,2,1,5,1,0,2370,1,0,0,0,0
550,4,7,3,0,1,1,13320,0,0,0,0,1
60,3,1,2,4,0,0,1502,0,0,0,0,1
48,1,1,0,4,0,0,1014,0,1,0,0,0
164,3,3,1,3,1,1,11120,0,0,0,0,1
90,3,2,1,2,1,0,1596,1,0,0,0,0
78,3,2,1,4,1,0,3366,0,0,1,0,0
44,2,1,0,1,1,0,1400,0,0,0,0,1
180,3,3,2,1,1,0,4757,1,0,0,0,0
82,3,2,1,1,1,0,1966,0,1,0,0,0
49,1,1,1,7,1,1,3906,0,0,0,0,1
400,5,4,5,0,0,0,14590,0,0,0,0,1
74,2,3,2,26,1,0,3731,0,0,0,0,1
110,2,1,1,0,1,0,1686,0,0,0,0,1
58,1,1,1,1,1,1,4090,0,0,0,0,1
23,1,1,0,5,0,0,1880,0,0,0,1,0
95,3,2,1,3,1,0,3661,0,0,0,1,0
196,4,3,3,13,0,0,8415,0,0,0,0,1
70,2,1,0,0,1,0,2458,0,0,0,0,1
148,2,1,2,3,1,0,2940,0,0,1,0,0
70,2,1,0,2,1,0,2397,0,0,0,0,1
30,1,1,1,5,0,0,3074,0,0,0,0,1
300,3,2,4,0,1,0,2991,0,0,0,0,1
53,1,1,1,5,0,1,3765,0,0,0,0,1
96,3,2,2,5,1,1,4189,0,0,0,0,1
190,3,4,2,10,0,0,7889,0,0,0,0,1
250,3,5,8,0,1,1,6098,0,0,0,0,1
130,4,1,3,0,0,0,2186,1,0,0,0,0
250,3,3,6,0,1,0,4833,0,0,0,0,1
50,1,1,0,7,1,0,977,0,1,0,0,0
95,3,3,0,5,1,0,3066,0,0,0,1,0
33,1,1,0,1,0,0,1572,0,0,0,0,1
60,2,1,0,2,1,0,1748,0,0,0,1,0
51,1,1,0,11,1,1,6038,0,0,0,0,1
200,4,3,2,2,1,0,10760,0,0,0,1,0
212,4,5,6,7,1,0,8475,0,0,0,0,1
66,3,1,0,0,1,0,1566,1,0,0,0,0
150,3,5,2,14,1,0,5017,0,0,0,0,1
48,2,1,1,12,1,0,1696,0,0,0,1,0
90,2,2,1,0,1,0,2812,0,0,0,0,1
136,4,3,2,3,0,0,5136,0,0,1,0,0
40,1,1,1,14,1,0,3691,0,0,0,0,1
100,1,2,2,0,0,0,1726,0,0,0,0,1
32,1,1,0,18,1,0,1646,0,0,0,0,1
30,1,1,1,13,1,1,4051,0,0,0,0,1
170,2,2,5,0,1,0,6183,0,0,0,0,1
184,4,3,4,0,1,0,3509,0,1,0,0,0
368,4,5,4,1,1,0,11940,0,0,0,0,1
230,3,4,4,12,1,0,11310,0,0,0,0,1
214,4,6,4,4,1,1,13920,0,0,0,0,1
37,1,1,1,7,0,0,2452,1,0,0,0,0
450,5,5,4,0,0,0,6144,0,0,0,0,1
87,3,2,0,6,1,0,3541,0,0,0,0,1
70,2,1,1,0,1,0,1345,0,0,0,0,1
54,2,1,1,0,1,0,1753,0,0,0,0,1
155,4,3,3,7,1,0,4900,1,0,0,0,0
35,1,1,0,0,1,0,1144,0,0,0,0,1
160,4,4,5,0,1,0,4568,0,0,0,0,1
95,3,2,2,1,1,0,1751,1,0,0,0,0
113,2,1,1,5,1,0,4089,0,0,0,0,1
70,3,2,1,9,1,0,2118,0,0,0,1,0
131,3,2,2,1,1,0,3920,0,0,0,0,1
130,3,3,1,2,1,0,4083,1,0,0,0,0
72,2,1,0,1,1,0,1439,0,0,1,0,0
130,2,1,1,0,1,0,1360,1,0,0,0,0
80,2,3,1,7,1,1,2480,0,0,0,1,0
50,3,2,2,0,1,0,3023,0,0,0,0,1
54,2,1,1,4,0,0,2606,0,0,0,0,1
130,3,3,3,23,1,0,4615,0,0,0,0,1
230,4,1,1,3,1,0,5209,0,0,1,0,0
50,2,1,1,1,1,0,1414,0,0,0,0,1
100,3,2,3,0,1,0,2846,1,0,0,0,0
40,1,1,1,2,0,1,983,1,0,0,0,0
75,3,1,1,1,0,0,12480,0,1,0,0,0
30,1,1,1,4,0,1,3147,0,0,0,0,1
68,2,2,1,3,1,0,2309,0,0,1,0,0
117,3,3,2,0,1,0,2757,0,0,0,0,1
600,5,4,5,0,1,1,13380,0,0,1,0,0
126,3,2,2,18,0,0,2621,0,0,0,0,1
290,4,4,3,0,1,0,2807,0,0,1,0,0
120,3,1,0,4,1,0,2737,0,0,1,0,0
35,1,1,0,3,1,1,2071,0,0,0,1,0
56,2,2,1,4,1,0,2526,0,0,0,0,1
53,2,1,1,1,1,0,876,0,1,0,0,0
270,4,4,4,11,1,1,18090,0,0,0,0,1
150,4,2,2,0,1,0,1720,0,0,1,0,0
40,1,1,0,1,0,0,993,0,0,0,0,1
31,1,1,0,9,1,1,3831,0,0,0,0,1
50,2,2,1,1,1,0,1765,0,0,0,0,1
347,5,5,4,0,1,0,7606,0,0,0,0,1
70,3,1,1,14,0,0,2293,0,0,0,0,1
75,2,1,0,4,1,0,1656,0,0,0,1,0
90,3,2,0,3,0,0,1558,0,0,1,0,0
200,3,4,1,10,1,0,3356,0,0,0,0,1
201,4,4,4,13,1,0,9509,0,0,0,0,1
37,1,1,0,1,1,0,1418,0,0,0,0,1
75,3,1,1,8,0,0,3135,0,0,0,0,1
42,1,1,0,6,1,0,3145,0,0,0,0,1
148,3,2,0,14,1,0,2434,0,1,0,0,0
200,2,2,0,0,1,0,3055,0,0,0,0,1
216,3,3,3,16,1,0,16720,0,0,0,0,1
300,3,2,0,0,1,1,8642,0,0,0,0,1
73,1,1,0,2,1,0,1430,0,0,0,0,1
77,3,1,0,2,1,1,5687,0,0,0,1,0
50,2,1,0,0,1,0,892,1,0,0,0,0
480,4,7,8,0,1,0,16400,0,0,0,0,1
300,5,5,2,0,1,0,4281,0,0,0,0,1
180,3,2,1,9,1,0,7023,0,0,0,1,0
68,3,2,1,10,1,0,2300,0,0,1,0,0
62,2,2,1,1,1,0,2147,0,0,0,0,1
62,2,2,2,6,0,0,4501,0,0,0,0,1
212,4,1,2,0,1,0,1611,0,1,0,0,0
340,3,4,4,0,1,0,11740,0,0,0,0,1
280,5,4,8,0,1,0,10600,0,0,1,0,0
250,4,3,4,0,1,0,7743,0,0,0,0,1
64,2,1,0,8,1,0,2221,0,0,0,0,1
25,1,1,0,12,1,0,2486,0,0,0,0,1
37,1,1,0,11,0,0,3707,0,0,0,0,1
51,3,1,1,0,1,0,1431,0,1,0,0,0
75,2,3,1,2,1,0,2743,0,0,0,1,0
40,1,1,1,0,0,0,987,0,0,0,0,1
25,1,1,0,1,1,0,760,0,0,0,1,0
340,5,4,4,0,1,0,5186,0,0,1,0,0
60,2,1,0,2,1,0,3774,0,0,0,1,0
90,1,1,1,7,0,1,3552,0,1,0,0,0
120,3,3,2,0,1,0,9405,0,0,0,0,1
200,1,2,0,0,1,0,8821,0,0,0,0,1
168,4,4,3,6,1,0,4926,0,0,0,0,1
212,4,5,4,16,1,0,14960,0,0,0,0,1
40,1,1,1,7,1,0,2881,0,0,0,0,1
78,1,2,1,10,0,0,3538,0,0,0,0,1
340,3,4,3,0,1,1,10340,0,0,0,0,1
300,4,4,4,4,1,0,13450,1,0,0,0,0
181,3,3,3,0,1,0,5739,1,0,0,0,0
68,2,2,0,6,0,1,7175,0,0,0,0,1
138,3,3,2,0,1,0,2882,0,0,0,0,1
65,2,1,1,6,0,0,1803,1,0,0,0,0
44,1,1,1,6,0,0,2727,0,0,0,0,1
600,5,7,8,0,1,1,11010,0,0,0,0,1
53,1,1,0,1,1,0,1805,1,0,0,0,0
340,4,5,4,20,1,0,15290,1,0,0,0,0
183,6,5,2,2,0,0,4683,0,0,0,0,1
80,2,3,0,6,1,0,5081,0,0,0,0,1
50,1,1,1,7,0,1,3365,0,1,0,0,0
293,4,3,3,5,1,0,4864,0,0,0,0,1
80,3,2,1,2,1,0,2361,1,0,0,0,0
30,1,1,0,1,1,1,1478,0,0,0,0,1
150,3,4,2,0,1,0,2231,0,0,0,0,1
70,3,2,2,2,1,1,2469,0,1,0,0,0
85,2,1,1,1,1,0,2927,0,0,0,0,1
500,5,5,1,0,1,0,8507,0,0,0,1,0
49,2,1,1,0,1,0,1398,0,0,1,0,0
325,4,5,7,0,1,1,12500,0,0,0,0,1
35,1,1,0,6,0,1,2662,0,0,0,1,0
270,4,3,3,2,1,0,11410,0,0,0,0,1
150,3,5,3,2,1,1,12410,0,0,0,0,1
300,3,3,2,0,1,0,5772,1,0,0,0,0
42,1,1,1,21,0,1,5140,0,0,0,0,1
126,2,1,0,0,1,0,2040,0,0,0,0,1
67,2,1,1,4,1,0,3876,0,0,0,0,1
80,3,3,2,4,1,1,3683,0,0,0,0,1
85,3,1,2,4,1,0,3664,0,0,0,0,1
290,5,5,3,4,0,0,9231,0,0,1,0,0
274,2,3,4,0,1,0,3369,0,0,0,0,1
46,2,1,1,3,1,0,1275,0,1,0,0,0
50,2,1,1,4,1,0,1191,1,0,0,0,0
42,1,1,0,0,0,0,1675,0,0,0,0,1
55,1,1,1,2,1,0,1211,0,1,0,0,0
55,1,2,1,2,1,0,1921,0,0,0,1,0
80,2,3,2,6,1,0,4634,1,0,0,0,0
42,1,1,1,5,1,0,2885,0,0,0,0,1
70,2,1,1,3,1,0,1866,0,1,0,0,0
78,3,2,1,15,1,0,2575,0,1,0,0,0
55,2,1,1,2,1,0,1406,1,0,0,0,0
63,2,1,1,3,1,0,1769,0,0,0,0,1
57,2,2,1,8,1,0,3073,0,0,0,0,1
78,2,1,0,2,1,0,1521,0,0,1,0,0
140,2,2,2,7,1,0,8086,0,0,0,0,1
71,3,2,2,3,1,0,1689,1,0,0,0,0
70,2,1,1,3,0,0,1566,1,0,0,0,0
40,1,1,0,8,0,0,942,0,1,0,0,0
82,2,2,1,2,1,1,3941,0,0,0,0,1
31,1,1,1,4,1,0,3577,0,0,0,0,1
62,2,2,1,7,0,1,4857,0,0,1,0,0
156,4,4,3,9,1,1,6081,0,0,0,0,1
300,3,4,7,0,0,0,4956,0,0,0,0,1
35,1,1,0,0,1,0,760,0,0,0,1,0
40,1,1,1,13,0,0,2881,0,0,0,0,1
39,1,1,1,5,1,1,2072,0,0,0,0,1
100,3,3,2,6,0,0,2687,1,0,0,0,0
60,2,1,0,7,1,0,1729,0,0,0,1,0
43,2,1,0,1,0,0,1386,0,0,0,0,1
120,2,2,0,8,1,1,13270,0,0,0,1,0
90,3,1,1,0,1,0,1384,1,0,0,0,0
170,3,2,1,14,1,1,12390,0,0,0,0,1
154,4,2,3,4,0,1,8269,1,0,0,0,0
108,3,3,2,3,1,0,7054,0,0,0,0,1
20,1,1,0,4,1,1,2555,0,0,0,0,1
200,4,3,2,7,1,0,4737,0,0,0,1,0
800,7,7,4,0,1,1,9989,1,0,0,0,0
43,2,2,0,0,0,1,1843,0,0,0,0,1
125,2,1,0,4,1,0,1759,0,1,0,0,0
28,1,1,0,0,0,1,1408,0,1,0,0,0
37,1,1,1,1,0,1,3489,0,0,0,0,1
60,3,2,1,0,1,1,2467,0,0,0,0,1
121,2,3,1,20,1,0,3588,0,0,0,0,1
600,5,5,2,0,1,0,7781,1,0,0,0,0
161,3,3,2,10,1,0,4703,0,0,0,0,1
60,2,1,1,2,1,0,1932,0,1,0,0,0
60,3,1,1,7,1,0,2360,0,0,0,0,1
55,2,1,0,2,1,0,2962,0,0,0,1,0
90,3,1,1,2,1,0,4089,0,0,0,0,1
65,2,1,0,0,1,0,1607,0,0,0,0,1
18,1,1,0,16,1,0,1206,0,0,1,0,0
345,3,3,5,2,1,0,16750,0,0,0,0,1
